Site_Name,Phase,Activity Name,Equipment,Activity ID,Team,Employee,Planned Start,Planned Completion,Status,Actual Start Date,Completed Date,Percentage Complete,Task Duration,Float,Complexity
300 - hot area,08-TURNOVER,Final leak test,113-6302,113-6302-8164,Operations,Gdenis,3/16/2022,3/16/2022 20:00,Not started,,,,8,189,1
300 - hot area,01-PRE STO,Temporary piping,113-6304,113-6304-8169,Operations,Gdenis,1/30/2022,1/30/2022 11:00,Completed,2/4/2022 9:37,2/4/2022 9:37,,3,1445,1
100,07-REASSEMBLY,Closing of trays manways,081-2701,081-2701-10052,Mechanical,Dmichael,3/10/2022,3/15/2022 16:30,Completed,3/2/2022 13:25,3/2/2022 13:25,,48,13.5,1
100,07-REASSEMBLY,Internal Scaffold deconstruction,081-2701,081-2701-10053,Mechanical,Dmichael,3/15/2022,3/16/2022 8:30,Completed,3/2/2022 13:25,3/2/2022 13:25,,4,13.5,1
100,02-SHUTDOWN,Depressureing to flare,111-1001 LDAR,111-1001 LDAR-37643,Operations,Zitzik,2/6/2022,2/6/2022 22:00,Completed,2/7/2022 14:58,2/7/2022 14:58,,12,1037,1
100,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,111-1001 LDAR,111-1001 LDAR-37645,Operations,Zitzik,2/7/2022,2/8/2022 2:58,Completed,2/18/2022 8:09,2/18/2022 8:09,,12,1020,1
185,01-PRE STO,Insulation disassembly,C185-F5240B,C185-F5240B-36375,Mechanical,Sboris,1/30/2022,1/30/2022 14:00,Completed,2/6/2022 18:12,2/6/2022 18:12,,2,391.5,1
185,01-PRE STO,Connection of temporary piping,C185-F5240B,C185-F5240B-36376,Operations,Operatinspec2,1/30/2022,2/1/2022 14:00,Completed,2/6/2022 18:21,2/6/2022 18:21,100,48,929.5,1
200,07-REASSEMBLY,Pressure test,111-3106B,111-3106B-15840,Mechanical,Trami,3/4/2022,3/4/2022 16:00,Start time failed,,,,3,100,1
200,07-REASSEMBLY,Pressure tests acceptance,111-3106B,111-3106B-15841,Inspections,Hmoshe,3/4/2022,3/6/2022 8:00,Start time failed,,,,2,100,1
185,03-DISASSEMBLY,heat exchangers covers Desmantelling,C185-E5304,C185-E5304-38991,Mechanical,Smonir,3/3/2022,3/3/2022 16:00,Completed,3/3/2022 11:02,3/3/2022 11:02,100,6,85.5,1
185,03-DISASSEMBLY,tube bundle extraction 50T crane,C185-E5304,C185-E5304-38992,Mechanical,Smonir,3/3/2022,3/4/2022 7:00,Completed,3/3/2022 11:03,3/3/2022 11:03,100,3,85.5,1
200,02-SHUTDOWN,Displacement with inert gas (Nitrogen) to flare,"112-5501C - 140002115,140002192, 140002270","112-5501C - 140002115,140002192, 140002270-17520",Operations,Eshlomi,2/8/2022,2/9/2022 8:00,Completed,2/10/2022 10:54,2/13/2022 8:46,,12,1058,1
200,07-REASSEMBLY,Parts assembly,111-8207,111-8207-17207,Mechanical,Aaviv,3/2/2022,3/2/2022 18:00,Start time failed,,,,5,121,1
200,07-REASSEMBLY,Pressure test preparations,111-8207,111-8207-17208,Mechanical,Aaviv,3/2/2022,3/3/2022 11:00,Start time failed,,,,5,121,1
185,02-SHUTDOWN,Check of gas freeing efficiency,C185-E5230,C185-E5230-40112,Operations,Operatinspec2,2/6/2022,2/6/2022 9:00,Completed,2/7/2022 15:39,2/7/2022 15:39,100,1,1056,1
185,03-DISASSEMBLY,Insulation removal,C185-E5230,C185-E5230-40113,Mechanical,Smonir,2/6/2022,2/6/2022 17:00,Completed,2/8/2022 12:30,2/8/2022 12:30,,8,444,1
100,07-REASSEMBLY,Removal of lighting and electrical ancillary equipment,081-2701,081-2701-10054,Electrical,Cyaron,3/16/2022,3/16/2022 12:30,Completed,3/2/2022 13:25,3/2/2022 13:25,,4,13.5,1
200,04-CLEANING,Installing transformer / lights,111-3907,111-3907-16385,Electrical,Cyaron,3/3/2022,3/3/2022 11:00,Completed,3/2/2022 9:05,3/2/2022 9:05,,2,0,1
200,04-CLEANING,Cleaning covers,111-3907,111-3907-16386,Mechanical,Trami,3/3/2022,3/3/2022 13:00,Completed,3/2/2022 9:05,3/2/2022 9:05,,2,0,1
200,07-REASSEMBLY,Pressure tests acceptance,111-3706,111-3706-16174,Inspections,Hmoshe,3/4/2022,3/4/2022 10:00,Start time failed,,,,3,109,1
200,07-REASSEMBLY,removing spades / fig 8,111-3706,111-3706-16175,Mechanical,Trami,3/4/2022,3/4/2022 12:00,Start time failed,,,,2,109,1
200,07-REASSEMBLY,Parts assembly,111-3103B,111-3103B-15616,Mechanical,Trami,3/7/2022,3/8/2022 12:00,Start time failed,,,,8,54,1
200,07-REASSEMBLY,Pressure test preparations,111-3103B,111-3103B-15617,Mechanical,Trami,3/8/2022,3/8/2022 17:00,Not started,,,,5,54,1
100,07-REASSEMBLY,Scaffolding disassembly time,140002607,140002607-35940,Mechanical,Barnon,3/1/2022,3/1/2022 12:24,Start time failed,,,,5,223.6,1
100,01-PRE STO,Scaffolding erection time,140002607,140002607-35935,Mechanical,Barnon,1/23/2022,1/23/2022 16:00,Completed,1/30/2022 10:28,1/30/2022 10:28,80,8,555.6,1
300 - hot area,05-INSPECTIONS,PID tests,112-5101R LDAR,112-5101R LDAR-10742,Inspections,Yemil,3/1/2022,3/1/2022 17:04,Start time failed,,,,8,223.4,1
300 - hot area,08-TURNOVER,Pressure test for welded valves,112-5101R LDAR,112-5101R LDAR-10743,Operations,Atzahi,3/15/2022,3/15/2022 11:00,Not started,,,,3,213,1
185,04-CLEANING,Transporting the tube bundle back and forth to the washing station,C185-E5304,C185-E5304-38993,Mechanical,Smonir,2/23/2022,2/23/2022 16:00,Completed,3/6/2022 16:36,3/6/2022 16:36,100,2,0,1
300 - hot area,02-SHUTDOWN,Steaming,111-5601A LDAR,111-5601A LDAR-10466,Operations,Gdenis,2/6/2022,2/6/2022 12:00,Completed,2/13/2022 9:00,2/16/2022 6:54,,1,1296,1
300 - hot area,02-SHUTDOWN,Gas check and work clearance,111-5601A LDAR,111-5601A LDAR-10467,Operations,Gdenis,2/6/2022,2/6/2022 13:00,Completed,2/17/2022 15:25,2/17/2022 15:25,,1,1291.5,1
200,02-SHUTDOWN,Check of gas freeing efficiency,"112-5501C - 140002115,140002192, 140002270","112-5501C - 140002115,140002192, 140002270-17523",Operations,Eshlomi,2/9/2022,2/10/2022 6:00,Completed,2/13/2022 8:55,2/15/2022 19:50,,11,1058,1
300 - hot area,02-SHUTDOWN,Stopping of feed to section,113-6304,113-6304-8170,Operations,Gdenis,2/6/2022,2/6/2022 12:00,Completed,2/4/2022 11:07,2/4/2022 11:07,,4,1112,1
300 - hot area,02-SHUTDOWN,Liquid emptying,113-6304,113-6304-8171,Operations,Gdenis,2/6/2022,2/6/2022 16:00,Completed,2/4/2022 11:35,2/4/2022 11:35,,4,1112,1
100,03-DISASSEMBLY,Installing lights,092-8002,092-8002-11847,Electrical,Cyaron,2/9/2022,2/9/2022 14:00,Completed,2/11/2022 14:16,2/11/2022 14:16,,2,316,1
100,04-CLEANING,Tank cleaning including instrumentation connections,092-8002,092-8002-11851,Mechanical,Dmichael,2/9/2022,2/10/2022 14:00,Completed,2/20/2022 9:14,2/20/2022 14:05,,12,325,1
100,07-REASSEMBLY,"Instrumentation work: Assembling the instrumentation piping, checking instrumentation functionality",081-2701,081-2701-10055,Instrumentation,Hofer,3/16/2022,3/16/2022 15:30,Completed,3/5/2022 17:08,3/5/2022 17:08,,3,13.5,1
100,02-SHUTDOWN,Gas check and work clearance,111-1001 LDAR,111-1001 LDAR-37646,Operations,Zitzik,2/8/2022,2/8/2022 4:58,Completed,2/18/2022 8:09,2/18/2022 8:09,,2,1020,1
100,03-DISASSEMBLY,Component / valve / connector disassembly,111-1001 LDAR,111-1001 LDAR-37648,Mechanical,INSPECTORLDAR1,2/20/2022,2/21/2022 16:00,End time failed,2/24/2022 19:27,,50,11,284,1
185,02-SHUTDOWN,Depressureing to flare,C185-F5240B,C185-F5240B-36379,Operations,Operatinspec2,2/3/2022,2/4/2022 8:00,Completed,2/7/2022 12:23,2/7/2022 12:23,100,24,887.5,1
185,02-SHUTDOWN,Cooling of vessels after steaming,C185-F5240B,C185-F5240B-36382,Operations,Operatinspec2,2/4/2022,2/4/2022 9:00,Completed,2/7/2022 14:28,2/7/2022 14:28,100,1,887.5,1
200,07-REASSEMBLY,removing spades / fig 8,111-3106B,111-3106B-15842,Mechanical,Trami,3/6/2022,3/6/2022 11:00,Start time failed,,,,3,100,1
200,08-TURNOVER,Inertization (nitrogen),111-3106B,111-3106B-15845,Operations,Balex,3/15/2022,3/15/2022 14:00,Not started,,,,6,207,1
200,03-DISASSEMBLY,Insulation removal,"112-5501C - 140002115,140002192, 140002270","112-5501C - 140002115,140002192, 140002270-17524",Mechanical,Trami,2/27/2022,2/27/2022 8:00,Completed,2/17/2022 17:33,2/17/2022 17:33,,0,0,1
200,07-REASSEMBLY,Pressure test,111-8207,111-8207-17209,Mechanical,Aaviv,3/3/2022,3/3/2022 16:00,Start time failed,,,,5,121,1
200,07-REASSEMBLY,Pressure tests acceptance,111-8207,111-8207-17210,Inspections,Hmoshe,3/3/2022,3/4/2022 7:00,Start time failed,,,,3,121,1
100,07-REASSEMBLY,Insulation assembly time,140002152,140002152-35703,Mechanical,Barnon,3/3/2022,3/3/2022 17:15,Start time failed,,,,3,139.8,1
100,01-PRE STO,Scaffolding erection time,140002144,140002144-35706,Mechanical,Barnon,2/27/2022,2/27/2022 13:30,Completed,2/24/2022 16:54,2/24/2022 16:54,,7,0,1
200,04-CLEANING,Cleaning shell,111-3907,111-3907-16387,Mechanical,Trami,3/3/2022,3/3/2022 16:00,Completed,3/2/2022 9:05,3/2/2022 9:05,,3,0,1
200,04-CLEANING,welding brushing,111-3907,111-3907-16388,Mechanical,Trami,3/3/2022,3/4/2022 10:00,Completed,3/2/2022 9:05,3/2/2022 9:05,,6,0,1
100,07-REASSEMBLY,Cleanliness check & operations approval for closing the vessel,081-2701,081-2701-10056,Operations,Glior,3/16/2022,3/17/2022 7:30,Completed,2/24/2022 15:36,2/24/2022 15:36,,4,-2.5,1
200,08-TURNOVER,Drying,111-3706,111-3706-16177,Operations,Ahaim,3/15/2022,3/16/2022 20:00,Not started,,,,36,139,1
200,08-TURNOVER,Inertization (nitrogen),111-3706,111-3706-16178,Operations,Ahaim,3/16/2022,3/17/2022 8:00,Not started,,,,12,139,1
200,07-REASSEMBLY,Pressure test,111-3103B,111-3103B-15618,Mechanical,Trami,3/8/2022,3/9/2022 13:00,Not started,,,,8,54,1
200,07-REASSEMBLY,Pressure tests acceptance,111-3103B,111-3103B-15619,Inspections,Hmoshe,3/9/2022,3/9/2022 16:00,Not started,,,,3,54,1
100,01-PRE STO,Scaffolding erection time,140002608,140002608-35944,Mechanical,Barnon,1/23/2022,1/23/2022 16:00,Completed,1/25/2022 10:43,1/30/2022 10:48,80,8,555.6,1
100,03-DISASSEMBLY,Insulation removal time,140002608,140002608-35945,Mechanical,Barnon,1/23/2022,1/24/2022 8:00,Completed,2/15/2022 9:06,2/15/2022 9:06,,4,555.6,1
300 - hot area,08-TURNOVER,Drying,112-5101R LDAR,112-5101R LDAR-10744,Operations,Atzahi,3/15/2022,3/15/2022 14:00,Not started,,,,3,213,1
300 - hot area,08-TURNOVER,Inerting (nitrogen),112-5101R LDAR,112-5101R LDAR-10745,Operations,Atzahi,3/15/2022,3/15/2022 17:00,Not started,,,,3,213,1
185,04-CLEANING,Cleaning the tube bundle at the washing station,C185-E5304,C185-E5304-38995,Mechanical,Smonir,2/23/2022,2/23/2022 17:00,Completed,3/7/2022 12:49,3/7/2022 12:49,40,1,0,1
185,04-CLEANING,Cleaning covers,C185-E5304,C185-E5304-38998,Mechanical,Smonir,2/23/2022,2/23/2022 18:00,Start time failed,,,,1,0,1
200,03-DISASSEMBLY,installing spades / fig 8,"112-5501C - 140002115,140002192, 140002270","112-5501C - 140002115,140002192, 140002270-17525",Mechanical,Trami,2/27/2022,2/27/2022 8:00,Completed,2/17/2022 13:57,2/17/2022 17:36,,0,0,1
300 - hot area,03-DISASSEMBLY,Component / valve / connector disassembly,111-5601A LDAR,111-5601A LDAR-10468,Mechanical,Nsamoel,3/2/2022,3/2/2022 10:30,Start time failed,,,,3,217.3,1
300 - hot area,03-DISASSEMBLY,Component / valve / connector assembly & moment tightening,111-5601A LDAR,111-5601A LDAR-10469,Mechanical,Nsamoel,3/2/2022,3/2/2022 15:00,Start time failed,,,,5,217.3,1
300 - hot area,02-SHUTDOWN,gas depressurise to flare,113-6304,113-6304-8172,Operations,Gdenis,2/6/2022,2/6/2022 21:00,Completed,2/6/2022 13:53,2/6/2022 13:53,,5,1112,1
300 - hot area,02-SHUTDOWN,Displacement with inert gas (Nitrogen) to flare,113-6304,113-6304-8173,Operations,Gdenis,2/6/2022,2/7/2022 0:00,Completed,2/10/2022 10:53,2/10/2022 12:07,,3,1112,1
100,03-DISASSEMBLY,Component / valve / connector assembly&moment tightening,111-1001 LDAR,111-1001 LDAR-37649,Mechanical,INSPECTORLDAR1,3/1/2022,3/2/2022 12:00,Start time failed,,,,16,210,1
100,08-TURNOVER,Leak test,111-1001 LDAR,111-1001 LDAR-37656,Operations,Zitzik,3/17/2022,3/17/2022 10:00,Not started,,,,2,148,1
185,02-SHUTDOWN,Check of gas freeing efficiency,C185-F5240B,C185-F5240B-36383,Operations,Operatinspec2,2/4/2022,2/4/2022 17:00,Completed,2/7/2022 14:35,2/7/2022 14:35,100,8,887.5,1
185,03-DISASSEMBLY,Opening a filter lid and cleaning the elements with nitrogen / water,C185-F5240B,C185-F5240B-36384,Mechanical,Sboris,2/6/2022,2/6/2022 14:30,Completed,2/9/2022 16:35,2/9/2022 16:35,,8,360,1
200,05-INSPECTIONS,Visual test,111-3907,111-3907-16389,Inspections,Hmoshe,3/4/2022,3/4/2022 13:00,Completed,3/2/2022 9:53,3/2/2022 9:53,100,3,0,1
200,05-INSPECTIONS,Non destruction test,111-3907,111-3907-16390,Inspections,Hmoshe,3/4/2022,3/6/2022 7:00,Completed,3/2/2022 9:54,3/2/2022 9:54,100,4,0,1
200,03-DISASSEMBLY,heat exchangers covers Desmantelling,"112-5501C - 140002115,140002192, 140002270","112-5501C - 140002115,140002192, 140002270-17526",Mechanical,Trami,2/23/2022,2/23/2022 13:00,Completed,2/21/2022 19:45,2/21/2022 19:45,,6,100,1
200,07-REASSEMBLY,removing spades / fig 8,111-8207,111-8207-17211,Mechanical,Aaviv,3/4/2022,3/4/2022 12:00,Start time failed,,,,5,121,1
200,01-PRE STO,Scaffold Construction,112-3601,112-3601-17219,Mechanical,Aaviv,1/23/2022,1/23/2022 10:00,Completed,2/14/2022 17:30,2/14/2022 17:31,100,2,597.5,1
200,08-TURNOVER,Final leak test,111-3106B,111-3106B-15846,Operations,Balex,3/15/2022,3/16/2022 2:00,Not started,,,,12,207,1
200,02-SHUTDOWN,Stopping of feed to section,111-3301 - 140000762,111-3301 - 140000762-15852,Operations,Balex,2/6/2022,2/6/2022 13:00,Completed,2/6/2022 14:04,2/6/2022 14:04,,5,763.5,1
100,03-DISASSEMBLY,Insulation removal time,140002144,140002144-35707,Mechanical,Barnon,2/27/2022,2/27/2022 15:30,Completed,2/2/2022 15:15,2/24/2022 16:54,,2,0,1
100,03-DISASSEMBLY,Treatment,140002144,140002144-35708,Mechanical,Barnon,2/27/2022,2/28/2022 9:30,Completed,2/24/2022 16:55,2/24/2022 17:40,,6,0,1
100,07-REASSEMBLY,Closing manholes / Drainage,081-2701,081-2701-10057,Mechanical,Dmichael,3/17/2022,3/17/2022 17:30,Completed,3/2/2022 13:25,3/2/2022 18:41,,10,-2.5,1
100,07-REASSEMBLY,Blinds opening,081-2701,081-2701-10058,Mechanical,Dmichael,3/17/2022,3/17/2022 19:30,Ongoing,3/5/2022 17:08,,,2,-2.5,1
200,08-TURNOVER,Final leak test,111-3706,111-3706-16179,Operations,Ahaim,3/17/2022,3/17/2022 20:00,Not started,,,,12,139,1
200,08-TURNOVER,Insulation assembly,111-3706,111-3706-16180,Mechanical,Trami,3/18/2022,3/20/2022 8:30,Not started,,,,12,54.5,1
200,07-REASSEMBLY,removing spades / fig 8,111-3103B,111-3103B-15620,Mechanical,Trami,3/9/2022,3/10/2022 9:00,Not started,,,,5,54,1
200,08-TURNOVER,Final leak test,111-3103B,111-3103B-15624,Operations,Balex,3/15/2022,3/15/2022 20:00,Not started,,,,12,209,1
185,07-REASSEMBLY,"Inserting a filter element back, replacing the gasket and closing back the lid",C185-F5240B,C185-F5240B-36385,Mechanical,Sboris,2/6/2022,2/6/2022 18:30,Completed,2/9/2022 16:35,2/9/2022 16:35,,4,360,1
100,03-DISASSEMBLY,Treatment,140002608,140002608-35946,Mechanical,Barnon,2/24/2022,2/25/2022 14:00,Completed,2/24/2022 16:38,2/24/2022 16:38,,9,239.6,1
100,05-INSPECTIONS,PID test,140002608,140002608-35947,Inspections,Yemil,2/28/2022,2/28/2022 12:24,Completed,2/27/2022 15:31,2/27/2022 15:31,,4,223.6,1
185,04-CLEANING,Cleaning shell,C185-E5304,C185-E5304-38999,Mechanical,Smonir,2/23/2022,2/24/2022 12:00,Start time failed,,,,6,0,1
185,05-INSPECTIONS,Visual test,C185-E5304,C185-E5304-39001,Inspections,Ayuri,2/24/2022,2/24/2022 13:00,Start time failed,,,,1,0,1
100,05-INSPECTIONS,Visual examination,092-8002,092-8002-11853,Inspections,Msasha,2/23/2022,2/24/2022 7:00,Completed,2/22/2022 17:01,2/22/2022 17:01,,2,139,1
100,07-REASSEMBLY,Uninstalling lights,092-8002,092-8002-11857,Electrical,Cyaron,2/22/2022,2/22/2022 9:00,Completed,2/21/2022 15:24,2/21/2022 15:24,,2,163,1
200,03-DISASSEMBLY,tube bundle extraction,"112-5501C - 140002115,140002192, 140002270","112-5501C - 140002115,140002192, 140002270-17527",Mechanical,Trami,3/6/2022,3/7/2022 15:00,Start time failed,,,,9,263.5,1
300 - hot area,08-TURNOVER,Leak test,112-5101R LDAR,112-5101R LDAR-10746,Operations,Atzahi,3/15/2022,3/15/2022 20:00,Not started,,,,3,213,1
300 - hot area,02-SHUTDOWN,Stopping of feed to the section,112-5601 LDAR,112-5601 LDAR-10751,Operations,Gdenis,2/6/2022,2/6/2022 9:00,Completed,2/6/2022 13:56,2/6/2022 13:56,,1,1275,1
300 - hot area,05-INSPECTIONS,PID tests,111-5601A LDAR,111-5601A LDAR-10470,Inspections,Yemil,3/2/2022,3/2/2022 17:45,Start time failed,,,,3,217.3,1
300 - hot area,08-TURNOVER,Pressure test for welded valves,111-5601A LDAR,111-5601A LDAR-10471,Operations,Gdenis,3/15/2022,3/15/2022 9:00,Not started,,,,1,221,1
300 - hot area,02-SHUTDOWN,Steaming,113-6304,113-6304-8174,Operations,Gdenis,2/7/2022,2/8/2022 0:00,Completed,2/13/2022 8:50,2/16/2022 6:48,,24,1133,1
300 - hot area,02-SHUTDOWN,equipment cooling after steaming,113-6304,113-6304-8175,Operations,Gdenis,2/8/2022,2/8/2022 8:00,Completed,2/16/2022 6:50,2/16/2022 6:50,,8,1133,1
100,02-SHUTDOWN,Stopping of feed to the section,111-1001A LDAR,111-1001A LDAR-37663,Operations,Zitzik,2/6/2022,2/6/2022 23:00,Completed,2/6/2022 13:59,2/6/2022 13:59,,15,995,1
100,02-SHUTDOWN,Depressureing to flare,111-1001A LDAR,111-1001A LDAR-37665,Operations,Zitzik,2/7/2022,2/8/2022 7:00,Completed,2/7/2022 14:58,2/7/2022 14:58,,20,983,1
200,07-REASSEMBLY,Uninstalling transformer / lights,111-3907,111-3907-16391,Electrical,Cyaron,3/6/2022,3/6/2022 9:00,Completed,3/2/2022 9:05,3/2/2022 9:05,,2,0,1
200,07-REASSEMBLY,Insertion of tube bundle,111-3907,111-3907-16392,Mechanical,Trami,3/6/2022,3/6/2022 14:00,Completed,3/2/2022 9:05,3/5/2022 15:23,,5,70,1
200,02-SHUTDOWN,Stopping of feed to section,112-3601,112-3601-17221,Operations,Balex,2/6/2022,2/6/2022 12:00,Completed,2/6/2022 14:05,2/6/2022 14:05,,4,1087.5,1
200,02-SHUTDOWN,Liquid emptying,112-3601,112-3601-17222,Operations,Balex,2/6/2022,2/6/2022 14:00,Completed,2/7/2022 11:35,2/7/2022 11:35,,2,1087.5,1
200,04-CLEANING,Cleaning the tube bundle on site,"112-5501C - 140002115,140002192, 140002270","112-5501C - 140002115,140002192, 140002270-17529",Mechanical,Trami,3/7/2022,3/8/2022 18:00,Start time failed,,,,20,-22,1
200,02-SHUTDOWN,Liquid emptying,111-3301 - 140000762,111-3301 - 140000762-15853,Operations,Balex,2/8/2022,2/8/2022 10:00,Completed,2/10/2022 10:42,2/10/2022 10:42,,2,720.5,1
200,02-SHUTDOWN,Check of gas freeing efficiency,111-3301 - 140000762,111-3301 - 140000762-15858,Operations,Balex,2/8/2022,2/10/2022 17:00,Completed,2/13/2022 8:54,2/16/2022 21:53,,55,768.5,1
100,05-INSPECTIONS,PID test,140002144,140002144-35709,Inspections,Yemil,3/2/2022,3/2/2022 16:45,End time failed,3/5/2022 8:13,,40,9,199.3,1
100,07-REASSEMBLY,Insulation assembly time,140002144,140002144-35710,Mechanical,Barnon,3/2/2022,3/3/2022 7:45,Start time failed,,,,3,199.3,1
100,08-TURNOVER,Flange leak testing,081-2701,081-2701-10059,Operations,Glior,3/18/2022,3/18/2022 10:30,Not started,,,,4,12,1
100,08-TURNOVER,Drying,081-2701,081-2701-10060,Operations,Glior,3/18/2022,3/20/2022 18:30,Not started,,,,18,12,1
200,08-TURNOVER,Scaffold deconstruction,111-3706,111-3706-16181,Mechanical,Trami,3/20/2022,3/20/2022 10:30,Not started,,,,2,54.5,1
200,01-PRE STO,Temporary piping,111-3706,111-3706-16147,Operations,Ahaim,1/23/2022,1/23/2022 15:00,Completed,2/6/2022 15:36,2/6/2022 15:36,100,4,1203.5,1
200,08-TURNOVER,Scaffold deconstruction,111-3103B,111-3103B-15626,Mechanical,Trami,3/16/2022,3/16/2022 10:30,Not started,,,,4,88.5,1
200,01-PRE STO,Scaffold Construction,111-3103B,111-3103B-15591,Mechanical,Trami,3/1/2022,3/1/2022 14:00,Completed,3/5/2022 14:35,3/5/2022 14:35,,6,322.5,1
185,07-REASSEMBLY,Insulation assembly,C185-F5240B,C185-F5240B-36386,Mechanical,Sboris,2/7/2022,2/11/2022 8:30,Completed,2/9/2022 16:34,2/9/2022 16:34,,50,360,1
185,08-TURNOVER,Drying,C185-F5240B,C185-F5240B-36387,Operations,Operatinspec2,2/11/2022,2/11/2022 10:30,Completed,2/10/2022 13:10,2/10/2022 13:11,100,2,888,1
100,07-REASSEMBLY,Insulation assembly time,140002608,140002608-35948,Mechanical,Barnon,2/28/2022,3/1/2022 7:24,Completed,2/27/2022 15:31,2/27/2022 15:31,,7,223.6,1
100,07-REASSEMBLY,Scaffolding disassembly time,140002608,140002608-35949,Mechanical,Barnon,3/1/2022,3/1/2022 12:24,Start time failed,,,,5,223.6,1
185,07-REASSEMBLY,Insertion of tube bundle 50T crane,C185-E5304,C185-E5304-39004,Mechanical,Smonir,2/24/2022,2/24/2022 17:00,Start time failed,,,,4,0,1
185,07-REASSEMBLY,Parts assembly,C185-E5304,C185-E5304-39005,Mechanical,Smonir,2/24/2022,2/25/2022 10:00,Start time failed,,,,5,0,1
200,04-CLEANING,Cleanliness check,"112-5501C - 140002115,140002192, 140002270","112-5501C - 140002115,140002192, 140002270-17531",Operations,Eshlomi,3/8/2022,3/9/2022 8:00,Not started,,,,2,-34,1
300 - hot area,02-SHUTDOWN,Check of gas freeing efficiency,113-6304,113-6304-8176,Operations,Gdenis,2/8/2022,2/13/2022 8:00,Completed,2/13/2022 8:59,2/16/2022 16:11,,120,1133,1
300 - hot area,03-DISASSEMBLY,installing spades / fig 8,113-6304,113-6304-8178,Mechanical,Aaviv,2/13/2022,2/14/2022 9:00,Completed,2/16/2022 20:10,2/16/2022 20:10,100,4,418.5,1
300 - hot area,08-TURNOVER,Drying,111-5601A LDAR,111-5601A LDAR-10472,Operations,Gdenis,3/15/2022,3/15/2022 10:00,Not started,,,,1,221,1
300 - hot area,08-TURNOVER,Inerting (nitrogen),111-5601A LDAR,111-5601A LDAR-10473,Operations,Gdenis,3/15/2022,3/15/2022 11:00,Not started,,,,1,221,1
300 - hot area,02-SHUTDOWN,Depressureing to flare,112-5601 LDAR,112-5601 LDAR-10753,Operations,Gdenis,2/6/2022,2/6/2022 10:00,Completed,2/7/2022 14:52,2/7/2022 14:52,,1,1275,1
300 - hot area,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,112-5601 LDAR,112-5601 LDAR-10754,Operations,Gdenis,2/6/2022,2/6/2022 11:00,Completed,2/17/2022 15:27,2/17/2022 15:27,,1,1291.5,1
200,07-REASSEMBLY,Parts assembly,111-3907,111-3907-16393,Mechanical,Trami,3/6/2022,3/6/2022 18:00,Completed,3/5/2022 15:22,3/5/2022 15:22,,4,70,1
200,07-REASSEMBLY,Pressure test preparations,111-3907,111-3907-16394,Mechanical,Trami,3/6/2022,3/7/2022 12:00,Completed,3/2/2022 18:22,3/5/2022 15:23,,6,70,1
100,02-SHUTDOWN,Displacement of H.C with inert gas (Nitrogen) to flare,111-1001A LDAR,111-1001A LDAR-37667,Operations,Zitzik,2/7/2022,2/8/2022 10:58,Completed,2/18/2022 8:09,2/18/2022 8:09,,20,999,1
100,02-SHUTDOWN,Gas check and work clearance,111-1001A LDAR,111-1001A LDAR-37668,Operations,Zitzik,2/8/2022,2/9/2022 1:58,Completed,2/18/2022 8:09,2/18/2022 8:09,,15,999,1
200,02-SHUTDOWN,gas depressurise to flare,112-3601,112-3601-17223,Operations,Balex,2/6/2022,2/6/2022 19:00,Completed,2/7/2022 15:07,2/7/2022 15:07,,5,1087.5,1
200,02-SHUTDOWN,Displacement with inert gas (Nitrogen) to flare,112-3601,112-3601-17224,Operations,Balex,2/6/2022,2/7/2022 7:00,Completed,2/10/2022 10:54,2/13/2022 8:46,,12,1087.5,1
200,04-CLEANING,Installing transformer / lights,"112-5501C - 140002115,140002192, 140002270","112-5501C - 140002115,140002192, 140002270-17532",Electrical,Cyaron,2/24/2022,2/24/2022 9:00,Completed,2/23/2022 18:17,2/23/2022 18:17,,0,116,1
200,03-DISASSEMBLY,installing spades / fig 8,111-3301 - 140000762,111-3301 - 140000762-15860,Mechanical,Aaviv,2/10/2022,2/11/2022 8:00,Completed,2/16/2022 18:34,2/16/2022 18:34,,3,387.5,1
200,03-DISASSEMBLY,heat exchangers covers Desmantelling,111-3301 - 140000762,111-3301 - 140000762-15861,Mechanical,Aaviv,2/11/2022,2/11/2022 11:00,Completed,2/16/2022 18:34,2/16/2022 18:34,,3,387.5,1
100,07-REASSEMBLY,Scaffolding disassembly time,140002144,140002144-35711,Mechanical,Barnon,3/3/2022,3/3/2022 12:45,Start time failed,,,,5,199.3,1
100,03-DISASSEMBLY,Insulation removal time,140002120,140002120-35667,Mechanical,Barnon,3/1/2022,3/1/2022 10:00,Completed,3/5/2022 20:07,3/5/2022 20:07,,2,215.8,1
100,08-TURNOVER,Nitrogen purging,081-2701,081-2701-10061,Operations,Glior,3/20/2022,3/21/2022 6:30,Not started,,,,12,31.5,1
100,08-TURNOVER,Final leak test,081-2701,081-2701-10062,Operations,Glior,3/21/2022,3/21/2022 6:30,Not started,,,,0,31.5,1
200,04-CLEANING,Cleaning the tube bundle at the washing station,111-3706,111-3706-16161,Mechanical,Trami,2/21/2022,2/22/2022 8:30,Start time failed,,,,2,0,1
200,04-CLEANING,Transporting the tube bundle back and forth to the washing station,111-3706,111-3706-16159,Mechanical,Trami,2/22/2022,2/22/2022 16:00,Start time failed,,,,2,177,1
